FID,ID_POP_DOMIC_BAIRRO_2022,NUM_BAIRRO,BAIRRO,AREA_KM,POPULACAO,DOMICILIOS
POP_DOMIC_BAIRRO_2022.482,482,1492,Conjunto Califórnia I,0.29827231,3490.0,1574.0
POP_DOMIC_BAIRRO_2022.303,303,1307,Cônego Pinheiro,0.01472177,382.0,141.0
POP_DOMIC_BAIRRO_2022.304,304,1308,Cônego Pinheiro A,0.00786185,165.0,68.0
POP_DOMIC_BAIRRO_2022.347,347,1354,Marmiteiros,0.02760175,721.0,263.0
POP_DOMIC_BAIRRO_2022.116,116,734,Nova Suissa,1.25235281,14683.0,7253.0
POP_DOMIC_BAIRRO_2022.118,118,736,Novo São Lucas,0.27675612,3568.0,1684.0
POP_DOMIC_BAIRRO_2022.353,353,1361,Nossa Senhora da Aparecida,0.13410441,4269.0,1585.0
POP_DOMIC_BAIRRO_2022.152,152,776,Santo Agostinho,0.8306427,11044.0,6035.0
POP_DOMIC_BAIRRO_2022.440,440,1449,Vila Novo São Lucas,0.14027176,3657.0,1325.0
POP_DOMIC_BAIRRO_2022.123,123,741,Palmeiras,1.44720755,8465.0,3648.0
POP_DOMIC_BAIRRO_2022.338,338,1345,Vila Madre Gertrudes V,0.02009569,218.0,104.0
POP_DOMIC_BAIRRO_2022.59,59,667,Estoril,1.70425638,5577.0,2652.0
POP_DOMIC_BAIRRO_2022.300,300,1304,Chácara Leonina,0.02449258,848.0,312.0
POP_DOMIC_BAIRRO_2022.317,317,1321,Esperança,0.08285617,1794.0,659.0
POP_DOMIC_BAIRRO_2022.314,314,1318,Custodinha,0.00883018,259.0,116.0
POP_DOMIC_BAIRRO_2022.234,234,1156,Boa Viagem,0.23541328,4129.0,2721.0
POP_DOMIC_BAIRRO_2022.197,197,822,Alto Barroca,0.31520176,4397.0,2325.0
POP_DOMIC_BAIRRO_2022.326,326,1330,Guaratã,0.1000195,667.0,269.0
POP_DOMIC_BAIRRO_2022.98,98,715,Lourdes,1.25919107,17669.0,10264.0
POP_DOMIC_BAIRRO_2022.361,361,1369,Oeste,0.79116146,3913.0,1789.0
POP_DOMIC_BAIRRO_2022.356,356,1364,Nossa Senhora do Rosário,0.1757467,1333.0,551.0
POP_DOMIC_BAIRRO_2022.355,355,1363,Nossa Senhora de Fátima,0.62079637,9779.0,3744.0
POP_DOMIC_BAIRRO_2022.366,366,1374,Pindura Saia,0.00428168,160.0,62.0
POP_DOMIC_BAIRRO_2022.414,414,1423,Vila FUMEC,0.00341117,73.0,33.0
POP_DOMIC_BAIRRO_2022.328,328,1332,Imbaúbas,0.04811016,1338.0,500.0
POP_DOMIC_BAIRRO_2022.110,110,728,Nova Cintra,0.72708592,4436.0,1999.0
POP_DOMIC_BAIRRO_2022.377,377,1670,São Jorge I,0.07894836,1680.0,640.0
POP_DOMIC_BAIRRO_2022.100,100,717,Madre Gertrudes,0.53668945,3916.0,1617.0
POP_DOMIC_BAIRRO_2022.192,192,817,Virgínia,0.05682609,94.0,32.0
POP_DOMIC_BAIRRO_2022.383,383,1392,Sport Club,0.06352217,237.0,84.0
POP_DOMIC_BAIRRO_2022.32,32,637,Carmo,0.31422548,3813.0,2095.0
POP_DOMIC_BAIRRO_2022.176,176,801,Sion,1.19758729,19775.0,9431.0
POP_DOMIC_BAIRRO_2022.70,70,682,Gameleira,1.01788819,232.0,91.0
POP_DOMIC_BAIRRO_2022.164,164,788,São Lucas,0.28954348,2702.0,1369.0
POP_DOMIC_BAIRRO_2022.278,278,1281,Barão Homem de Melo III,0.00652804,130.0,56.0
POP_DOMIC_BAIRRO_2022.471,471,1480,Vila Vista Alegre,0.36973965,9867.0,4134.0
POP_DOMIC_BAIRRO_2022.269,269,1271,Alpes,0.21221122,2334.0,900.0
POP_DOMIC_BAIRRO_2022.212,212,926,Fernão Dias,0.50524898,6350.0,2751.0
POP_DOMIC_BAIRRO_2022.250,250,1173,Pousada Santo Antônio,0.39368497,2746.0,1175.0
POP_DOMIC_BAIRRO_2022.236,236,1158,Marilândia,0.15738869,1297.0,553.0
POP_DOMIC_BAIRRO_2022.221,221,1141,Araguaia,1.34373213,14568.0,6243.0
POP_DOMIC_BAIRRO_2022.224,224,1144,Santa Margarida,0.25401118,1936.0,915.0
POP_DOMIC_BAIRRO_2022.119,119,737,Olhos d'Água,3.66430775,3023.0,1158.0
POP_DOMIC_BAIRRO_2022.446,446,1455,Vila Piratininga,0.07380898,1464.0,557.0
POP_DOMIC_BAIRRO_2022.232,232,1154,Castanheira,0.39744898,5022.0,1975.0
POP_DOMIC_BAIRRO_2022.63,63,673,Vila CEMIG,0.29537108,5089.0,1964.0
POP_DOMIC_BAIRRO_2022.480,480,1490,Bairro das Indústrias I,3.66264899,7401.0,3520.0
POP_DOMIC_BAIRRO_2022.362,362,1370,Pantanal,0.04492532,403.0,172.0
POP_DOMIC_BAIRRO_2022.276,276,1279,Bairro das Indústrias II,0.19591008,1119.0,459.0
POP_DOMIC_BAIRRO_2022.103,103,720,Marajó,0.27157078,2939.0,1275.0
POP_DOMIC_BAIRRO_2022.13,13,618,Belvedere,2.9226571,7825.0,3348.0
POP_DOMIC_BAIRRO_2022.490,490,1653,Vila Vera Cruz II,0.00141796,54.0,20.0
POP_DOMIC_BAIRRO_2022.491,491,1652,Vila Vera Cruz I,0.00815144,175.0,66.0
POP_DOMIC_BAIRRO_2022.222,222,1142,Parque São José,0.33876675,3207.0,1381.0
POP_DOMIC_BAIRRO_2022.415,415,1424,Vila Havaí,0.00907998,294.0,117.0
POP_DOMIC_BAIRRO_2022.474,474,1483,Acaba Mundo,0.04033913,1520.0,540.0
POP_DOMIC_BAIRRO_2022.320,320,1324,Estrela do Oriente,1.01324991,6595.0,2927.0
POP_DOMIC_BAIRRO_2022.90,90,706,Jatobá,0.36115936,3210.0,1420.0
POP_DOMIC_BAIRRO_2022.66,66,677,Flávio Marques Lisboa,1.23861854,7340.0,3182.0
POP_DOMIC_BAIRRO_2022.229,229,1149,Miramar,0.63951419,5267.0,2262.0
POP_DOMIC_BAIRRO_2022.344,344,1351,Marieta I,0.04689199,637.0,272.0
POP_DOMIC_BAIRRO_2022.341,341,1348,Marçola,0.24848354,6025.0,2318.0
POP_DOMIC_BAIRRO_2022.154,154,778,Santo Antônio,1.30771898,20540.0,10974.0
POP_DOMIC_BAIRRO_2022.86,86,702,Jardim América,0.92831574,10163.0,4727.0
POP_DOMIC_BAIRRO_2022.19,19,624,Cabana do Pai Tomás,0.50364713,14704.0,5841.0
POP_DOMIC_BAIRRO_2022.437,437,1446,Vila Nova Gameleira II,0.05463352,1034.0,492.0
POP_DOMIC_BAIRRO_2022.436,436,1445,Vila Nova Gameleira I,0.0221411,752.0,307.0
POP_DOMIC_BAIRRO_2022.99,99,716,Luxemburgo,0.62128727,6737.0,3263.0
POP_DOMIC_BAIRRO_2022.48,48,655,Coração de Jesus,0.28414886,5064.0,2742.0
POP_DOMIC_BAIRRO_2022.214,214,1006,Monte São José,0.0353662,1013.0,359.0
POP_DOMIC_BAIRRO_2022.101,101,718,Mangabeiras,6.19253368,1714.0,654.0
POP_DOMIC_BAIRRO_2022.226,226,1146,João Paulo II,0.16480563,1395.0,690.0
POP_DOMIC_BAIRRO_2022.405,405,1414,Vila COPASA,0.00945902,244.0,93.0
POP_DOMIC_BAIRRO_2022.435,435,1444,Vila Nova dos Milionários,0.01184367,443.0,204.0
POP_DOMIC_BAIRRO_2022.467,467,1476,Vila Tirol,0.00805384,125.0,62.0
POP_DOMIC_BAIRRO_2022.142,142,766,Santa Helena,0.59131806,5156.0,2243.0
POP_DOMIC_BAIRRO_2022.97,97,714,Lindéia,2.01307802,21928.0,9707.0
POP_DOMIC_BAIRRO_2022.180,180,805,Tirol,1.75630366,11603.0,4832.0
POP_DOMIC_BAIRRO_2022.233,233,1155,Túnel de Ibirité,0.19447795,1664.0,639.0
POP_DOMIC_BAIRRO_2022.179,179,804,Teixeira Dias,0.73357891,5756.0,2332.0
POP_DOMIC_BAIRRO_2022.228,228,1148,Diamante,1.83416789,17040.0,6875.0
POP_DOMIC_BAIRRO_2022.227,227,1147,Ademar Maldonado,0.16392789,1437.0,581.0
POP_DOMIC_BAIRRO_2022.243,243,1165,Petrópolis,0.298377,2820.0,1123.0
POP_DOMIC_BAIRRO_2022.261,261,1252,Vitória da Conquista,0.09508244,1536.0,533.0
POP_DOMIC_BAIRRO_2022.444,444,1453,Vila Petrópolis,0.01110426,297.0,119.0
POP_DOMIC_BAIRRO_2022.80,80,694,Independência,0.79142154,7325.0,3063.0
POP_DOMIC_BAIRRO_2022.416,416,1425,Vila Independência I,0.14491316,2457.0,951.0
POP_DOMIC_BAIRRO_2022.417,417,1426,Vila Independência II,0.07780774,815.0,311.0
POP_DOMIC_BAIRRO_2022.270,270,1272,Alta Tensão I,0.07886689,1710.0,725.0
POP_DOMIC_BAIRRO_2022.220,220,1140,Bonsucesso,2.82029413,4605.0,1861.0
POP_DOMIC_BAIRRO_2022.237,237,1159,Santa Cecília,0.34695376,3143.0,1278.0
POP_DOMIC_BAIRRO_2022.476,476,1485,CDI Jatobá,0.87783213,1054.0,548.0
POP_DOMIC_BAIRRO_2022.376,376,1385,São João,0.06004664,1680.0,623.0
POP_DOMIC_BAIRRO_2022.334,334,1339,Leonina,0.17256436,3166.0,1104.0
POP_DOMIC_BAIRRO_2022.382,382,1391,Vila Madre Gertrudes I,0.06100896,1262.0,565.0
POP_DOMIC_BAIRRO_2022.206,206,833,Olaria,0.62979251,6599.0,2832.0
POP_DOMIC_BAIRRO_2022.302,302,1306,Comiteco,0.76625263,1661.0,609.0
POP_DOMIC_BAIRRO_2022.399,399,1408,Vila Bandeirantes,0.01963089,373.0,144.0
POP_DOMIC_BAIRRO_2022.145,145,769,Conjunto Santa Maria,0.08133005,1507.0,514.0
POP_DOMIC_BAIRRO_2022.219,219,1139,Conjunto Bonsucesso,0.0466836,730.0,269.0
POP_DOMIC_BAIRRO_2022.14,14,619,Betânia,1.31173055,10350.0,4329.0
POP_DOMIC_BAIRRO_2022.76,76,690,Havaí,1.57867111,15879.0,6915.0
POP_DOMIC_BAIRRO_2022.370,370,1379,Santa Rita de Cássia,0.15797377,4966.0,1846.0
POP_DOMIC_BAIRRO_2022.239,239,1161,Cinquentenário,0.69444671,6910.0,3216.0
POP_DOMIC_BAIRRO_2022.316,316,1320,Vila Madre Gertrudes II,0.01000499,557.0,212.0
POP_DOMIC_BAIRRO_2022.400,400,1409,Vila Barragem Santa Lúcia,0.27819936,5593.0,2071.0
POP_DOMIC_BAIRRO_2022.155,155,779,São Bento,0.9804829,2967.0,1210.0
POP_DOMIC_BAIRRO_2022.198,198,823,Pongelupe,0.23888995,2434.0,894.0
POP_DOMIC_BAIRRO_2022.260,260,1251,Vila Ecológica,0.23755483,2812.0,1045.0
POP_DOMIC_BAIRRO_2022.268,268,1270,Águas Claras,0.14602847,2493.0,975.0
POP_DOMIC_BAIRRO_2022.242,242,1164,Mangueiras,0.37513662,3624.0,1509.0
POP_DOMIC_BAIRRO_2022.262,262,1253,Silveira,0.34443095,5371.0,2460.0
POP_DOMIC_BAIRRO_2022.109,109,726,Monsenhor Messias,0.34924711,3964.0,1985.0
POP_DOMIC_BAIRRO_2022.153,153,777,Santo André,0.60801776,6144.0,2983.0
POP_DOMIC_BAIRRO_2022.79,79,693,Inconfidência,0.3454706,2681.0,1263.0
POP_DOMIC_BAIRRO_2022.418,418,1427,Vila Independência IV,0.03984984,274.0,104.0
POP_DOMIC_BAIRRO_2022.137,137,760,Sagrada Família,2.29218631,33367.0,15938.0
POP_DOMIC_BAIRRO_2022.23,23,628,Caiçaras,2.24733337,12520.0,5901.0
POP_DOMIC_BAIRRO_2022.140,140,763,Santa Cruz,1.74153593,19175.0,8654.0
POP_DOMIC_BAIRRO_2022.425,425,1677,Vila Mangueiras,0.09308178,1747.0,653.0
POP_DOMIC_BAIRRO_2022.244,244,1166,Mineirão,0.39407142,4129.0,1670.0
POP_DOMIC_BAIRRO_2022.144,144,768,Santa Lúcia,2.10141451,8317.0,3355.0
POP_DOMIC_BAIRRO_2022.124,124,742,Bandeirantes,4.77907339,6355.0,2624.0
POP_DOMIC_BAIRRO_2022.191,191,816,Maria Virgínia,0.5752292,3518.0,1484.0
POP_DOMIC_BAIRRO_2022.151,151,775,Santa Terezinha,1.47677847,14073.0,6208.0
POP_DOMIC_BAIRRO_2022.18,18,623,Buritis,3.81559542,42030.0,18760.0
POP_DOMIC_BAIRRO_2022.240,240,1162,Ernesto do Nascimento,0.18137476,1852.0,666.0
POP_DOMIC_BAIRRO_2022.225,225,1145,Átila de Paiva,0.12966099,933.0,362.0
POP_DOMIC_BAIRRO_2022.651,651,2041,Irmã Dorothy,0.02106763,527.0,206.0
POP_DOMIC_BAIRRO_2022.652,652,2042,Camilo Torres,0.01617285,419.0,146.0
POP_DOMIC_BAIRRO_2022.653,653,2043,Dandara,0.25792574,3872.0,1456.0
POP_DOMIC_BAIRRO_2022.481,481,1491,Barreiro,1.5810364,9518.0,4205.0
POP_DOMIC_BAIRRO_2022.105,105,722,Milionários,1.31790722,11188.0,4769.0
POP_DOMIC_BAIRRO_2022.439,439,1448,Vila Nova Paraíso,0.03003258,647.0,263.0
POP_DOMIC_BAIRRO_2022.512,512,1665,Alta Tensão,0.01417682,218.0,94.0
POP_DOMIC_BAIRRO_2022.513,513,1666,Alto das Antenas,0.15573925,632.0,266.0
POP_DOMIC_BAIRRO_2022.498,498,1660,Vila da Luz,0.07255253,1365.0,532.0
POP_DOMIC_BAIRRO_2022.501,501,1662,Vila São Gabriel,0.02133445,612.0,244.0
POP_DOMIC_BAIRRO_2022.620,620,1975,Vila Santa Mônica,0.05840197,1714.0,715.0
POP_DOMIC_BAIRRO_2022.68,68,679,Floresta,1.09482008,10601.0,5858.0
POP_DOMIC_BAIRRO_2022.132,132,752,Prado,1.5847706,12922.0,6710.0
POP_DOMIC_BAIRRO_2022.515,515,1675,Vila da Amizade,0.02135863,353.0,125.0
POP_DOMIC_BAIRRO_2022.506,506,1672,São Jorge III,0.2219419,2661.0,1010.0
POP_DOMIC_BAIRRO_2022.89,89,705,Jardinópolis,0.45395238,1486.0,653.0
POP_DOMIC_BAIRRO_2022.138,138,761,Salgado Filho,1.45458725,14152.0,6528.0
POP_DOMIC_BAIRRO_2022.16,16,621,Bom Jesus,0.27484255,3064.0,1432.0
POP_DOMIC_BAIRRO_2022.223,223,1143,Flávio de Oliveira,0.10986797,2187.0,945.0
POP_DOMIC_BAIRRO_2022.248,248,1171,Distrito Industrial do Jatobá,0.90836185,3278.0,1400.0
POP_DOMIC_BAIRRO_2022.282,282,1285,Vila Batik,0.01204273,223.0,90.0
POP_DOMIC_BAIRRO_2022.238,238,1160,Conjunto Jatobá,0.14073423,3270.0,1255.0
POP_DOMIC_BAIRRO_2022.649,649,2039,São Judas Tadeu,0.03362647,364.0,138.0
POP_DOMIC_BAIRRO_2022.650,650,2040,Eliana Silva,0.03506603,681.0,270.0
POP_DOMIC_BAIRRO_2022.359,359,1367,Novo Santa Cecília,0.23407067,2061.0,786.0
POP_DOMIC_BAIRRO_2022.205,205,832,Vale do Jatobá,0.64250007,7202.0,2835.0
POP_DOMIC_BAIRRO_2022.245,245,1167,Solar do Barreiro,0.74928526,5778.0,2524.0
POP_DOMIC_BAIRRO_2022.241,241,1163,Santa Rita,0.12203451,2573.0,927.0
POP_DOMIC_BAIRRO_2022.330,330,1334,Jardim do Vale,0.04535537,964.0,369.0
POP_DOMIC_BAIRRO_2022.291,291,1294,Vila Dias,0.02935823,843.0,356.0
POP_DOMIC_BAIRRO_2022.12,12,617,Barro Preto,1.15986742,5457.0,3704.0
POP_DOMIC_BAIRRO_2022.26,26,631,Camargos,1.85359424,16119.0,7500.0
POP_DOMIC_BAIRRO_2022.50,50,657,Cruzeiro,0.53063503,7198.0,3781.0
POP_DOMIC_BAIRRO_2022.246,246,1168,Pilar,1.09120844,3816.0,1606.0
POP_DOMIC_BAIRRO_2022.230,230,1150,Brasil Industrial,0.62581197,6197.0,2603.0
POP_DOMIC_BAIRRO_2022.30,30,635,Cardoso,0.9452808,9828.0,4088.0
POP_DOMIC_BAIRRO_2022.231,231,1153,Vila Pinho,0.35786196,6984.0,2653.0
POP_DOMIC_BAIRRO_2022.484,484,1494,Serra do Curral,17.38573952,437.0,198.0
POP_DOMIC_BAIRRO_2022.368,368,1376,Pirineus,0.51554891,795.0,284.0
POP_DOMIC_BAIRRO_2022.493,493,1658,Andiroba,0.02802294,976.0,397.0
POP_DOMIC_BAIRRO_2022.327,327,1331,Horto Florestal,2.04074395,5338.0,2216.0
POP_DOMIC_BAIRRO_2022.497,497,1659,Boa Esperança,0.01876576,542.0,218.0
POP_DOMIC_BAIRRO_2022.511,511,1671,São Jorge II,0.15475988,3363.0,1017.0
POP_DOMIC_BAIRRO_2022.502,502,1664,Vila Canto do Sabiá,0.01357578,379.0,145.0
POP_DOMIC_BAIRRO_2022.617,617,1972,Lagoa da Pampulha,3.13991678,,
POP_DOMIC_BAIRRO_2022.618,618,1973,Marieta II,0.00814285,264.0,106.0
POP_DOMIC_BAIRRO_2022.194,194,819,Vista Alegre,0.45956027,4205.0,1878.0
POP_DOMIC_BAIRRO_2022.235,235,1157,Itaipu,0.68037488,7191.0,2936.0
POP_DOMIC_BAIRRO_2022.621,621,1974,Ventosa,0.21943338,6708.0,2403.0
POP_DOMIC_BAIRRO_2022.264,264,1257,Corumbiara,0.05438264,1123.0,413.0
POP_DOMIC_BAIRRO_2022.510,510,1668,Ambrosina,0.0549872,632.0,275.0
POP_DOMIC_BAIRRO_2022.619,619,1976,Antônio Ribeiro de Abreu,0.03024362,211.0,95.0
POP_DOMIC_BAIRRO_2022.286,286,1289,Bernadete,0.08230295,1257.0,456.0
POP_DOMIC_BAIRRO_2022.277,277,1280,Barão Homem de Melo IV,0.04963006,1317.0,541.0
POP_DOMIC_BAIRRO_2022.387,387,1396,Universo,0.05096302,1272.0,551.0
POP_DOMIC_BAIRRO_2022.499,499,1661,Vila Ouro Minas,0.03658401,886.0,320.0
